# frame_id image_name x y z qx qy qz qw
318 0318.png -0.162195 -2.329657 0.985727 0.679979 0.356612 0.297558 0.567376
319 0319.png -0.166510 -2.326747 0.986678 0.676181 0.364636 0.303853 0.563465
320 0320.png -0.170854 -2.323963 0.987627 0.672180 0.372819 0.310261 0.559390
321 0321.png -0.175224 -2.321309 0.988575 0.667965 0.381160 0.316782 0.555147
322 0322.png -0.179619 -2.318784 0.989521 0.663525 0.389657 0.323418 0.550729
323 0323.png -0.184038 -2.316392 0.990467 0.658847 0.398309 0.330166 0.546132
324 0324.png -0.188481 -2.314134 0.991410 0.653921 0.407111 0.337028 0.541350
325 0325.png -0.192945 -2.312012 0.992353 0.648735 0.416057 0.344000 0.536380
326 0326.png -0.197431 -2.310027 0.993295 0.643278 0.425142 0.351080 0.531216
327 0327.png -0.201936 -2.308181 0.994235 0.637539 0.434356 0.358266 0.525856
328 0328.png -0.206460 -2.306477 0.995175 0.631508 0.443689 0.365553 0.520296
329 0329.png -0.211001 -2.304915 0.996114 0.625177 0.453130 0.372936 0.514534
330 0330.png -0.215560 -2.303498 0.997052 0.618537 0.462665 0.380409 0.508569
331 0331.png -0.220133 -2.302227 0.997989 0.611581 0.472277 0.387965 0.502400
332 0332.png -0.224721 -2.301104 0.998926 0.604306 0.481950 0.395595 0.496028
333 0333.png -0.229322 -2.300130 0.999862 0.596707 0.491663 0.403291 0.489453
334 0334.png -0.233935 -2.299308 1.000798 0.588839 0.501322 0.410989 0.482735
335 0335.png -0.238560 -2.298637 1.001734 0.580808 0.510779 0.418587 0.475975
336 0336.png -0.243195 -2.298115 1.002669 0.572637 0.520013 0.426071 0.469187
337 0337.png -0.247840 -2.297741 1.003604 0.564347 0.529009 0.433431 0.462385
338 0338.png -0.252494 -2.297513 1.004538 0.555961 0.537752 0.440657 0.455579
339 0339.png -0.257157 -2.297430 1.005472 0.547501 0.546230 0.447740 0.448781
340 0340.png -0.261827 -2.297491 1.006406 0.538988 0.554435 0.454672 0.442004
341 0341.png -0.266503 -2.297694 1.007340 0.530443 0.562359 0.461447 0.435258
342 0342.png -0.271186 -2.298037 1.008273 0.521888 0.569998 0.468058 0.428552
343 0343.png -0.275874 -2.298520 1.009205 0.513341 0.577349 0.474502 0.421897
344 0344.png -0.280567 -2.299142 1.010138 0.504822 0.584410 0.480775 0.415300
345 0345.png -0.285263 -2.299900 1.011070 0.496348 0.591185 0.486874 0.408770
346 0346.png -0.289963 -2.300793 1.012001 0.487934 0.597674 0.492798 0.402314
347 0347.png -0.294665 -2.301819 1.012932 0.479594 0.603883 0.498546 0.395938
348 0348.png -0.299368 -2.302979 1.013863 0.471343 0.609816 0.504119 0.389647
349 0349.png -0.304072 -2.304269 1.014794 0.463190 0.615480 0.509517 0.383446
350 0350.png -0.308776 -2.305689 1.015724 0.455147 0.620884 0.514742 0.377339
351 0351.png -0.313479 -2.307237 1.016654 0.447222 0.626034 0.519796 0.371329
352 0352.png -0.318181 -2.308912 1.017584 0.439423 0.630940 0.524683 0.365419
353 0353.png -0.322881 -2.310712 1.018513 0.431754 0.635610 0.529404 0.359611
354 0354.png -0.327578 -2.312637 1.019442 0.424222 0.640054 0.533963 0.353906
355 0355.png -0.332270 -2.314684 1.020371 0.416830 0.644282 0.538365 0.348305
356 0356.png -0.336959 -2.316852 1.021300 0.409580 0.648304 0.542614 0.342808
357 0357.png -0.341642 -2.319140 1.022228 0.402475 0.652127 0.546713 0.337416
358 0358.png -0.346319 -2.321546 1.023156 0.395515 0.655763 0.550667 0.332127
359 0359.png -0.350990 -2.324070 1.024083 0.388700 0.659221 0.554481 0.326942
360 0360.png -0.355652 -2.326709 1.025010 0.382031 0.662509 0.558159 0.321858
361 0361.png -0.360307 -2.329462 1.025937 0.375507 0.665636 0.561705 0.316876
362 0362.png -0.364953 -2.332328 1.026864 0.369125 0.668611 0.565125 0.311992
363 0363.png -0.369588 -2.335306 1.027790 0.362883 0.671443 0.568423 0.307206
364 0364.png -0.374214 -2.338393 1.028717 0.356781 0.674138 0.571604 0.302515
365 0365.png -0.378828 -2.341589 1.029642 0.350814 0.676704 0.574671 0.297918
366 0366.png -0.383430 -2.344893 1.030568 0.344980 0.679149 0.577629 0.293412
367 0367.png -0.388019 -2.348302 1.031493 0.339276 0.681480 0.580482 0.288994
368 0368.png -0.392595 -2.351815 1.032418 0.333699 0.683702 0.583235 0.284663
369 0369.png -0.397156 -2.355432 1.033343 0.328245 0.685823 0.585891 0.280417
370 0370.png -0.401702 -2.359150 1.034268 0.322912 0.687848 0.588455 0.276251
371 0371.png -0.406233 -2.362968 1.035192 0.317694 0.689782 0.590929 0.272165
372 0372.png -0.410747 -2.366886 1.036116 0.312590 0.691631 0.593318 0.268156
373 0373.png -0.415243 -2.370900 1.037040 0.307594 0.693400 0.595626 0.264221
374 0374.png -0.419722 -2.375011 1.037963 0.302704 0.695093 0.597854 0.260358
375 0375.png -0.424181 -2.379216 1.038887 0.297916 0.696715 0.600007 0.256564
376 0376.png -0.428622 -2.383515 1.039810 0.293227 0.698270 0.602088 0.252837
377 0377.png -0.433041 -2.387905 1.040733 0.288633 0.699762 0.604100 0.249175
378 0378.png -0.437440 -2.392386 1.041655 0.284130 0.701194 0.606045 0.245574
379 0379.png -0.441817 -2.396955 1.042578 0.279715 0.702570 0.607926 0.242034
380 0380.png -0.446171 -2.401613 1.043500 0.275384 0.703894 0.609746 0.238551
381 0381.png -0.450502 -2.406356 1.044422 0.271135 0.705168 0.611507 0.235123
382 0382.png -0.454809 -2.411184 1.045343 0.266965 0.706395 0.613212 0.231749
383 0383.png -0.459091 -2.416096 1.046265 0.262869 0.707578 0.614863 0.228425
384 0384.png -0.463348 -2.421090 1.047186 0.258845 0.708719 0.616461 0.225150
385 0385.png -0.467578 -2.426164 1.048107 0.254890 0.709821 0.618010 0.221922
386 0386.png -0.471781 -2.431318 1.049028 0.251001 0.710886 0.619511 0.218738
387 0387.png -0.475956 -2.436549 1.049949 0.247175 0.711916 0.620965 0.215598
388 0388.png -0.480102 -2.441857 1.050870 0.243410 0.712913 0.622376 0.212498
389 0389.png -0.484220 -2.447240 1.051790 0.239702 0.713879 0.623743 0.209437
390 0390.png -0.488307 -2.452696 1.052710 0.236049 0.714816 0.625070 0.206413
391 0391.png -0.492363 -2.458225 1.053630 0.232449 0.715726 0.626357 0.203424
392 0392.png -0.496387 -2.463824 1.054550 0.228898 0.716609 0.627606 0.200469
393 0393.png -0.500379 -2.469493 1.055469 0.225395 0.717468 0.628818 0.197545
394 0394.png -0.504338 -2.475230 1.056389 0.221937 0.718304 0.629996 0.194652
395 0395.png -0.508263 -2.481034 1.057308 0.218522 0.719117 0.631139 0.191787
396 0396.png -0.512154 -2.486902 1.058227 0.215147 0.719910 0.632249 0.188949
397 0397.png -0.516009 -2.492835 1.059146 0.211811 0.720684 0.633328 0.186137
398 0398.png -0.519828 -2.498830 1.060065 0.208511 0.721439 0.634376 0.183348
399 0399.png -0.523610 -2.504886 1.060984 0.205245 0.722177 0.635395 0.180581
400 0400.png -0.527354 -2.511001 1.061902 0.202011 0.722898 0.636385 0.177835
401 0401.png -0.531060 -2.517175 1.062821 0.198807 0.723603 0.637347 0.175108
402 0402.png -0.534726 -2.523405 1.063739 0.195631 0.724294 0.638283 0.172400
403 0403.png -0.538353 -2.529691 1.064657 0.192482 0.724971 0.639192 0.169708
404 0404.png -0.541939 -2.536031 1.065575 0.189357 0.725635 0.640077 0.167030
405 0405.png -0.545484 -2.542424 1.066493 0.186255 0.726286 0.640937 0.164367
406 0406.png -0.548987 -2.548868 1.067410 0.183173 0.726926 0.641774 0.161716
407 0407.png -0.552446 -2.555361 1.068328 0.180111 0.727555 0.642588 0.159077
408 0408.png -0.555862 -2.561903 1.069245 0.177066 0.728172 0.643379 0.156447
409 0409.png -0.559233 -2.568492 1.070163 0.174036 0.728780 0.644149 0.153826
410 0410.png -0.562560 -2.575127 1.071080 0.171020 0.729379 0.644898 0.151212
411 0411.png -0.565840 -2.581806 1.071997 0.168017 0.729968 0.645626 0.148604
412 0412.png -0.569073 -2.588527 1.072914 0.165024 0.730549 0.646335 0.146001
413 0413.png -0.572259 -2.595290 1.073831 0.162041 0.731122 0.647023 0.143402
414 0414.png -0.575397 -2.602093 1.074747 0.159065 0.731687 0.647693 0.140805
415 0415.png -0.578486 -2.608935 1.075664 0.156095 0.732245 0.648344 0.138210
416 0416.png -0.581526 -2.615814 1.076581 0.153130 0.732796 0.648977 0.135614
417 0417.png -0.584514 -2.622728 1.077497 0.150167 0.733340 0.649592 0.133018
418 0418.png -0.587452 -2.629677 1.078414 0.147206 0.733877 0.650189 0.130419
419 0419.png -0.590337 -2.636660 1.079330 0.144244 0.734409 0.650769 0.127817
420 0420.png -0.593170 -2.643673 1.080246 0.141281 0.734934 0.651332 0.125210
421 0421.png -0.595949 -2.650717 1.081162 0.138315 0.735454 0.651879 0.122597
422 0422.png -0.598674 -2.657790 1.082078 0.135344 0.735969 0.652409 0.119977
423 0423.png -0.601344 -2.664890 1.082994 0.132367 0.736478 0.652923 0.117349
424 0424.png -0.603959 -2.672016 1.083910 0.129382 0.736982 0.653421 0.114712
425 0425.png -0.606516 -2.679167 1.084826 0.126388 0.737481 0.653903 0.112065
426 0426.png -0.609017 -2.686341 1.085742 0.123384 0.737975 0.654369 0.109405
427 0427.png -0.611460 -2.693536 1.086658 0.120367 0.738465 0.654820 0.106733
428 0428.png -0.613843 -2.700752 1.087574 0.117337 0.738949 0.655256 0.104047
429 0429.png -0.616168 -2.707987 1.088489 0.114291 0.739429 0.655676 0.101346
430 0430.png -0.618432 -2.715240 1.089405 0.111229 0.739904 0.656081 0.098628
431 0431.png -0.620634 -2.722509 1.090320 0.108149 0.740375 0.656471 0.095893
432 0432.png -0.622776 -2.729793 1.091236 0.105049 0.740840 0.656845 0.093139
433 0433.png -0.624854 -2.737090 1.092152 0.101928 0.741301 0.657205 0.090364
434 0434.png -0.626870 -2.744399 1.093067 0.098783 0.741757 0.657549 0.087569
435 0435.png -0.628821 -2.751719 1.093983 0.095615 0.742208 0.657877 0.084751
436 0436.png -0.630707 -2.759048 1.094898 0.092420 0.742654 0.658191 0.081909
437 0437.png -0.632528 -2.766385 1.095813 0.089197 0.743094 0.658489 0.079042
438 0438.png -0.634283 -2.773728 1.096729 0.085946 0.743529 0.658771 0.076148
439 0439.png -0.635971 -2.781076 1.097644 0.082663 0.743959 0.659037 0.073227
440 0440.png -0.637590 -2.788428 1.098560 0.079347 0.744382 0.659288 0.070277
441 0441.png -0.639142 -2.795782 1.099475 0.075997 0.744799 0.659522 0.067296
442 0442.png -0.640623 -2.803136 1.100390 0.072611 0.745210 0.659740 0.064284
443 0443.png -0.642035 -2.810491 1.101306 0.069188 0.745614 0.659942 0.061238
444 0444.png -0.643376 -2.817843 1.102221 0.065724 0.746010 0.660127 0.058158
445 0445.png -0.644646 -2.825192 1.103137 0.062219 0.746399 0.660294 0.055041
446 0446.png -0.645843 -2.832535 1.104052 0.058671 0.746779 0.660444 0.051888
447 0447.png -0.646967 -2.839873 1.104967 0.055077 0.747151 0.660576 0.048695
448 0448.png -0.648017 -2.847203 1.105883 0.051437 0.747514 0.660689 0.045462
449 0449.png -0.648992 -2.854525 1.106798 0.047747 0.747867 0.660784 0.042187
450 0450.png -0.649893 -2.861835 1.107714 0.044007 0.748209 0.660860 0.038869
451 0451.png -0.650717 -2.869134 1.108629 0.040213 0.748540 0.660916 0.035506
452 0452.png -0.651464 -2.876420 1.109545 0.036365 0.748859 0.660952 0.032096
453 0453.png -0.652134 -2.883691 1.110460 0.032460 0.749166 0.660966 0.028638
454 0454.png -0.652725 -2.890947 1.111376 0.028496 0.749459 0.660960 0.025131
455 0455.png -0.653237 -2.898184 1.112292 0.024471 0.749737 0.660931 0.021572
456 0456.png -0.653670 -2.905403 1.113207 0.020382 0.750000 0.660880 0.017960
457 0457.png -0.654021 -2.912602 1.114123 0.016229 0.750246 0.660805 0.014294
458 0458.png -0.654292 -2.919779 1.115039 0.012008 0.750474 0.660706 0.010571
459 0459.png -0.654480 -2.926934 1.115955 0.007717 0.750684 0.660582 0.006791
460 0460.png -0.654585 -2.934063 1.116871 0.003355 0.750873 0.660432 0.002951
461 0461.png -0.654607 -2.941167 1.117787 -0.001081 0.751040 0.660255 -0.000950
462 0462.png -0.654544 -2.948244 1.118703 -0.005593 0.751185 0.660050 -0.004915
463 0463.png -0.654396 -2.955292 1.119619 -0.010183 0.751304 0.659817 -0.008943
464 0464.png -0.654162 -2.962311 1.120535 -0.014854 0.751398 0.659553 -0.013039
465 0465.png -0.653842 -2.969297 1.121452 -0.019607 0.751463 0.659259 -0.017202
466 0466.png -0.653434 -2.976251 1.122368 -0.024445 0.751499 0.658933 -0.021434
467 0467.png -0.652938 -2.983171 1.123285 -0.029370 0.751502 0.658574 -0.025738
468 0468.png -0.652353 -2.990055 1.124201 -0.034384 0.751472 0.658180 -0.030115
469 0469.png -0.651679 -2.996903 1.125118 -0.039488 0.751405 0.657751 -0.034566
470 0470.png -0.650914 -3.003711 1.126035 -0.044685 0.751301 0.657284 -0.039093
471 0471.png -0.650057 -3.010480 1.126951 -0.049977 0.751155 0.656779 -0.043698
472 0472.png -0.649109 -3.017208 1.127868 -0.055365 0.750966 0.656234 -0.048381
473 0473.png -0.648068 -3.023893 1.128785 -0.060852 0.750732 0.655648 -0.053145
474 0474.png -0.646934 -3.030535 1.129703 -0.066438 0.750448 0.655019 -0.057990
475 0475.png -0.645706 -3.037130 1.130620 -0.072126 0.750114 0.654346 -0.062918
476 0476.png -0.644383 -3.043679 1.131537 -0.077916 0.749725 0.653626 -0.067929
477 0477.png -0.642963 -3.050180 1.132455 -0.083811 0.749278 0.652859 -0.073026
478 0478.png -0.641448 -3.056631 1.133372 -0.089809 0.748771 0.652043 -0.078208
479 0479.png -0.639835 -3.063032 1.134290 -0.095914 0.748200 0.651175 -0.083476
480 0480.png -0.638125 -3.069379 1.135208 -0.102124 0.747561 0.650255 -0.088831
481 0481.png -0.636315 -3.075673 1.136126 -0.108441 0.746852 0.649281 -0.094274
482 0482.png -0.634406 -3.081912 1.137044 -0.114864 0.746068 0.648250 -0.099804
483 0483.png -0.632397 -3.088094 1.137963 -0.121394 0.745206 0.647161 -0.105422
484 0484.png -0.630287 -3.094218 1.138881 -0.128029 0.744263 0.646012 -0.111128
485 0485.png -0.628075 -3.100283 1.139800 -0.134769 0.743234 0.644802 -0.116920
486 0486.png -0.625761 -3.106287 1.140719 -0.141612 0.742117 0.643529 -0.122799
487 0487.png -0.623344 -3.112229 1.141638 -0.148557 0.740906 0.642190 -0.128764
488 0488.png -0.620822 -3.118107 1.142557 -0.155602 0.739599 0.640786 -0.134813
489 0489.png -0.618196 -3.123920 1.143476 -0.162744 0.738192 0.639313 -0.140945
490 0490.png -0.615464 -3.129667 1.144395 -0.169980 0.736682 0.637771 -0.147158
491 0491.png -0.612626 -3.135346 1.145315 -0.177308 0.735064 0.636157 -0.153450
492 0492.png -0.609681 -3.140956 1.146235 -0.184722 0.733336 0.634472 -0.159819
493 0493.png -0.606629 -3.146495 1.147155 -0.192219 0.731494 0.632713 -0.166262
494 0494.png -0.603468 -3.151962 1.148075 -0.199795 0.729535 0.630879 -0.172776
495 0495.png -0.600197 -3.157356 1.148995 -0.207442 0.727458 0.628971 -0.179358
496 0496.png -0.596817 -3.162675 1.149916 -0.215157 0.725258 0.626985 -0.186003
497 0497.png -0.593325 -3.167917 1.150836 -0.222933 0.722935 0.624924 -0.192709
498 0498.png -0.589722 -3.173082 1.151757 -0.230762 0.720486 0.622785 -0.199470
499 0499.png -0.586007 -3.178169 1.152678 -0.238638 0.717910 0.620568 -0.206281
500 0500.png -0.582179 -3.183174 1.153600 -0.246554 0.715206 0.618274 -0.213138
501 0501.png -0.578237 -3.188098 1.154521 -0.254500 0.712374 0.615904 -0.220036
502 0502.png -0.574181 -3.192939 1.155443 -0.262470 0.709412 0.613456 -0.226968
503 0503.png -0.570009 -3.197695 1.156365 -0.270454 0.706323 0.610933 -0.233929
504 0504.png -0.565721 -3.202365 1.157287 -0.278444 0.703106 0.608336 -0.240913
505 0505.png -0.561317 -3.206948 1.158209 -0.286430 0.699763 0.605664 -0.247913
506 0506.png -0.556795 -3.211442 1.159132 -0.294403 0.696296 0.602921 -0.254922
507 0507.png -0.552154 -3.215845 1.160055 -0.302354 0.692707 0.600107 -0.261935
508 0508.png -0.547395 -3.220157 1.160978 -0.310274 0.689000 0.597225 -0.268945
509 0509.png -0.542515 -3.224376 1.161901 -0.318153 0.685178 0.594277 -0.275944
510 0510.png -0.537515 -3.228501 1.162824 -0.325982 0.681245 0.591265 -0.282926
511 0511.png -0.532394 -3.232530 1.163748 -0.333752 0.677205 0.588193 -0.289883
512 0512.png -0.527151 -3.236461 1.164672 -0.341454 0.673063 0.585063 -0.296810
513 0513.png -0.521785 -3.240295 1.165596 -0.349081 0.668825 0.581878 -0.303700
514 0514.png -0.516295 -3.244028 1.166521 -0.356622 0.664497 0.578641 -0.310545
515 0515.png -0.510681 -3.247659 1.167446 -0.364072 0.660084 0.575357 -0.317341
516 0516.png -0.504942 -3.251188 1.168371 -0.371422 0.655593 0.572028 -0.324079
517 0517.png -0.499077 -3.254613 1.169296 -0.378666 0.651030 0.568659 -0.330756
518 0518.png -0.493085 -3.257932 1.170221 -0.385797 0.646402 0.565253 -0.337364
519 0519.png -0.486966 -3.261144 1.171147 -0.392809 0.641717 0.561813 -0.343899
520 0520.png -0.480719 -3.264247 1.172073 -0.399698 0.636980 0.558345 -0.350355
521 0521.png -0.474343 -3.267241 1.173000 -0.406458 0.632200 0.554852 -0.356729
522 0522.png -0.467838 -3.270123 1.173926 -0.413085 0.627382 0.551337 -0.363015
523 0523.png -0.461202 -3.272893 1.174853 -0.419576 0.622535 0.547805 -0.369210
524 0524.png -0.454435 -3.275549 1.175780 -0.425928 0.617665 0.544260 -0.375309
525 0525.png -0.447536 -3.278090 1.176708 -0.432138 0.612778 0.540705 -0.381311
526 0526.png -0.440505 -3.280514 1.177636 -0.438205 0.607881 0.537144 -0.387212
527 0527.png -0.433340 -3.282819 1.178564 -0.444126 0.602981 0.533581 -0.393010
528 0528.png -0.426041 -3.285005 1.179492 -0.449903 0.598083 0.530020 -0.398702
529 0529.png -0.418607 -3.287070 1.180421 -0.455533 0.593194 0.526462 -0.404288
530 0530.png -0.411037 -3.289012 1.181350 -0.461017 0.588318 0.522913 -0.409764
531 0531.png -0.403331 -3.290831 1.182279 -0.466356 0.583462 0.519375 -0.415132
532 0532.png -0.395488 -3.292525 1.183209 -0.471550 0.578630 0.515850 -0.420389
533 0533.png -0.387507 -3.294091 1.184139 -0.476601 0.573826 0.512343 -0.425535
534 0534.png -0.379387 -3.295530 1.185069 -0.481511 0.569055 0.508854 -0.430571
535 0535.png -0.371128 -3.296840 1.186000 -0.486280 0.564321 0.505387 -0.435496
536 0536.png -0.362729 -3.298018 1.186931 -0.490912 0.559628 0.501945 -0.440311
537 0537.png -0.354189 -3.299065 1.187862 -0.495408 0.554978 0.498528 -0.445017
538 0538.png -0.345507 -3.299978 1.188793 -0.499771 0.550375 0.495140 -0.449614
539 0539.png -0.336683 -3.300755 1.189725 -0.504004 0.545822 0.491781 -0.454103
540 0540.png -0.327715 -3.301397 1.190658 -0.508109 0.541321 0.488454 -0.458486
541 0541.png -0.318604 -3.301900 1.191590 -0.512090 0.536874 0.485160 -0.462763
542 0542.png -0.309348 -3.302265 1.192523 -0.515950 0.532483 0.481900 -0.466937
543 0543.png -0.299946 -3.302488 1.193457 -0.519691 0.528150 0.478676 -0.471009
544 0544.png -0.290399 -3.302570 1.194390 -0.523316 0.523875 0.475488 -0.474980
545 0545.png -0.280704 -3.302509 1.195324 0.526830 -0.519661 -0.472337 0.478853
546 0546.png -0.270862 -3.302302 1.196259 0.530234 -0.515508 -0.469225 0.482629
547 0547.png -0.260871 -3.301949 1.197193 0.533533 -0.511417 -0.466152 0.486311
548 0548.png -0.250731 -3.301449 1.198129 0.536730 -0.507388 -0.463118 0.489899
549 0549.png -0.240441 -3.300800 1.199064 0.539826 -0.503421 -0.460123 0.493397
550 0550.png -0.230000 -3.300000 1.200000 0.542827 -0.499518 -0.457169 0.496806
